customer_id,tenure_months,annual_revenue,engagement_score,support_tickets,feature_adoption,industry,contract_length_months,churn_probability,action_taken,churned,segment,upsell_propensity,nba_action,action_cost,expected_value
81,54,5000,56,1,0.2879651262536789,Finance,12,0.19865693173028898,none,0,LowRisk_LowValue_LowEngagement,0.5919438890333905,none,0,0.0
82,42,5000,53,3,0.33266997961889655,Retail,24,0.5094333397360957,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
83,4,15000,65,1,0.2274827383292057,Tech,12,0.8352348997264709,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
84,54,5000,7,1,0.04045748086390925,Retail,24,0.3974997902990578,none,1,MediumRisk_LowValue_LowEngagement,,none,0,0.0
85,29,50000,62,2,0.25606560848985865,Healthcare,12,0.6262457161803472,retention_call,0,HighRisk_LowValue_LowEngagement,,retention_call,500,39500.0
86,18,15000,8,3,0.40907915292177044,Retail,24,1.0,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
87,26,15000,59,2,0.3407214240192657,Tech,36,0.5967110786781615,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
88,44,5000,62,4,0.19414231352459393,Tech,36,0.2874197663168906,none,0,LowRisk_LowValue_LowEngagement,0.3177239902958086,none,0,0.0
89,34,15000,71,2,0.19211896843517717,Healthcare,24,0.3459028483224338,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
90,10,50000,2,1,0.5080861669177961,Tech,12,1.0,retention_call,1,HighRisk_LowValue_LowEngagement,,retention_call,500,39500.0
91,36,5000,72,5,0.222408596707873,Healthcare,12,0.24494432811589661,none,1,LowRisk_LowValue_LowEngagement,0.6156281233945556,none,0,0.0
92,14,50000,12,2,0.18175670478738934,Retail,36,0.7169630807585553,retention_call,0,HighRisk_LowValue_LowEngagement,,retention_call,500,39500.0
93,31,5000,8,3,0.34225090794293067,Finance,36,0.7052320013905837,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
94,48,50000,94,4,0.07872636436547983,Retail,24,0.03980902696904842,none,0,LowRisk_MediumValue_HighEngagement,0.778151038035204,upsell_offer,100,11572.26557052806
95,15,5000,88,0,0.1613616147602843,Finance,12,0.45217621319890045,none,1,MediumRisk_LowValue_HighEngagement,,none,0,0.0
96,8,50000,51,1,0.12631827902290024,Healthcare,24,0.800339824790522,retention_call,0,HighRisk_LowValue_LowEngagement,,retention_call,500,39500.0
97,14,15000,61,1,0.3943665240486125,Tech,36,0.7112221071392294,retention_email,0,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
98,23,5000,7,1,0.043184310735394416,Retail,24,0.7097699609332844,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
99,57,5000,94,0,0.1700176450957845,Tech,24,0.0,none,0,LowRisk_LowValue_HighEngagement,0.7189229888245913,upsell_offer,100,978.3844832368868
100,40,15000,44,1,0.09891495157143768,Tech,24,0.46402800431782143,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
101,21,100000,52,1,0.2339349622700238,Retail,12,0.6122948911651351,retention_call,0,HighRisk_MediumValue_LowEngagement,,retention_call,500,79500.0
102,16,5000,62,2,0.5094766707779474,Tech,24,0.6007872856541012,retention_email,0,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
103,45,5000,94,0,0.5584448229984778,Retail,24,0.11241641207934414,none,0,LowRisk_LowValue_HighEngagement,0.8881078552814653,upsell_offer,100,1232.161782922198
104,18,15000,80,3,0.5586085060029773,Tech,36,0.5944317322498429,none,1,MediumRisk_LowValue_HighEngagement,,none,0,0.0
105,47,15000,56,3,0.2766018502467262,Healthcare,12,0.27094867792362076,none,1,LowRisk_LowValue_LowEngagement,0.5534972412097614,none,0,0.0
106,53,15000,53,2,0.44034370385486254,Healthcare,36,0.2761522320073891,none,0,LowRisk_LowValue_LowEngagement,0.7002011670359877,none,0,0.0
107,24,15000,18,3,0.43830797468411786,Retail,36,0.7831700403884599,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
108,26,5000,66,1,0.2877686175409327,Retail,12,0.6368541439038521,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
109,25,100000,45,0,0.1287639990493886,Healthcare,36,0.6913405638561801,retention_call,0,HighRisk_MediumValue_LowEngagement,,retention_call,500,79500.0
110,45,15000,93,1,0.18271981235744086,Retail,36,0.1495677487608136,none,0,LowRisk_LowValue_HighEngagement,0.7739447762403192,upsell_offer,100,3382.7514930814364
111,41,5000,9,2,0.6105378975231998,Tech,36,0.38984651677221666,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
112,29,50000,92,0,0.37416711418982146,Retail,36,0.35727297167562533,none,0,MediumRisk_MediumValue_HighEngagement,,none,0,0.0
113,15,15000,17,1,0.14834444068990613,Tech,12,0.7829193566309439,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
114,45,5000,11,1,0.28351188970002256,Healthcare,12,0.5676585592607468,none,1,MediumRisk_LowValue_LowEngagement,,none,0,0.0
115,1,15000,48,4,0.18870934031608533,Healthcare,24,0.8405639401856665,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
116,25,5000,22,1,0.2813658150437484,Tech,36,0.7522564522865152,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
117,7,15000,61,2,0.08590329737923302,Tech,24,0.7489051834123353,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
118,9,50000,10,4,0.6277944200239798,Retail,24,0.8909748501333168,retention_call,0,HighRisk_LowValue_LowEngagement,,retention_call,500,39500.0
119,24,5000,72,4,0.26008542707013915,Retail,36,0.6687110388462781,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
120,1,5000,55,0,0.05764411445195223,Tech,12,0.974062496358901,retention_email,0,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
121,44,50000,87,2,0.42745403702842,Retail,24,0.10647732149621414,none,1,LowRisk_MediumValue_HighEngagement,0.8307356093374849,upsell_offer,100,12361.034140062273
122,8,100000,88,0,0.34553102889631787,Tech,36,0.664195396180618,retention_call,0,HighRisk_MediumValue_HighEngagement,,retention_call,500,79500.0
123,24,15000,54,2,0.406711505488032,Tech,24,0.557887175128445,none,1,MediumRisk_LowValue_LowEngagement,,none,0,0.0
124,11,15000,24,1,0.07396389595061424,Healthcare,24,0.656971897041666,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
125,51,15000,8,3,0.2597416807850525,Tech,24,0.44449345992195854,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
126,17,100000,11,0,0.34202434012988253,Finance,12,0.7666853199535135,retention_call,1,HighRisk_MediumValue_LowEngagement,,retention_call,500,79500.0
127,8,50000,10,2,0.32445539342460716,Tech,24,0.9759044598069556,retention_call,1,HighRisk_LowValue_LowEngagement,,retention_call,500,39500.0
128,35,5000,37,3,0.22319723513325895,Retail,36,0.3869420459930814,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
129,35,15000,27,3,0.2479101079362624,Tech,12,0.575057411452732,none,1,MediumRisk_LowValue_LowEngagement,,none,0,0.0
130,33,15000,7,3,0.4303161894928395,Finance,36,0.45597147368537017,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
131,59,50000,73,2,0.19844610184244077,Finance,36,0.12009581127209644,none,0,LowRisk_MediumValue_LowEngagement,0.4388708603364148,none,0,0.0
132,5,15000,88,1,0.2682499099718604,Finance,36,0.6154068141413541,retention_email,1,HighRisk_LowValue_HighEngagement,,retention_email,50,5950.0
133,42,15000,46,2,0.3305302927295566,Tech,24,0.3236852774419406,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
134,39,100000,35,0,0.3188405763028852,Retail,12,0.5236354841509084,none,1,MediumRisk_MediumValue_LowEngagement,,none,0,0.0
135,58,5000,49,2,0.35286450403351227,Healthcare,24,0.0,none,0,LowRisk_LowValue_LowEngagement,0.5621977384995954,none,0,0.0
136,41,5000,8,2,0.30361460454273603,Finance,36,0.5667960411275909,none,1,MediumRisk_LowValue_LowEngagement,,none,0,0.0
137,28,15000,59,2,0.24252898247024685,Tech,24,0.3517683610798621,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
138,7,5000,71,1,0.27464866029485313,Healthcare,24,0.721752961973273,retention_email,0,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
139,9,5000,66,3,0.324898196282875,Retail,12,0.5215011037691976,none,1,MediumRisk_LowValue_LowEngagement,,none,0,0.0
140,8,5000,52,3,0.027769501395512854,Healthcare,36,0.7111854165631362,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
141,12,15000,81,4,0.2445076701772798,Tech,36,0.6336691974647637,retention_email,0,HighRisk_LowValue_HighEngagement,,retention_email,50,5950.0
142,34,50000,98,1,0.5497415639495095,Finance,36,0.2721931610292687,none,0,LowRisk_MediumValue_HighEngagement,0.9475387012003544,none,0,0.0
143,33,15000,16,2,0.12786673384759648,Retail,24,0.661058520064248,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
144,48,15000,99,1,0.4944301686890448,Retail,24,0.0,none,0,LowRisk_LowValue_HighEngagement,0.9631426787537003,upsell_offer,100,4234.142054391651
145,55,5000,52,1,0.36682172561608534,Retail,12,0.28989222813562054,none,1,LowRisk_LowValue_LowEngagement,0.6063182339178462,none,0,0.0
146,23,50000,27,3,0.17667936153117983,Finance,12,0.7611054122869697,retention_call,0,HighRisk_LowValue_LowEngagement,,retention_call,500,39500.0
147,24,50000,62,2,0.22323570013534655,Retail,36,0.5766448608895691,none,1,MediumRisk_MediumValue_LowEngagement,,none,0,0.0
148,37,15000,14,4,0.3036580479630694,Retail,24,0.34067324217166384,none,1,MediumRisk_LowValue_LowEngagement,,none,0,0.0
149,35,5000,18,4,0.2550752663323244,Retail,24,0.457178773726926,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
150,44,5000,85,1,0.3419018454818082,Tech,36,0.2650973963903466,none,0,LowRisk_LowValue_HighEngagement,0.7447259243712658,none,0,0.0
151,40,5000,69,4,0.05343718612931332,Retail,12,0.26763704129897486,none,0,LowRisk_LowValue_LowEngagement,0.5054920735664077,none,0,0.0
152,22,15000,46,5,0.4187614474213553,Tech,12,0.5379071709515234,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
153,27,50000,70,1,0.05042447101306892,Retail,12,0.5784840214244812,none,1,MediumRisk_MediumValue_LowEngagement,,none,0,0.0
154,35,50000,47,3,0.23112563262834115,Healthcare,24,0.4229966194341854,none,1,MediumRisk_MediumValue_LowEngagement,,none,0,0.0
155,1,15000,72,3,0.27252326525654874,Retail,24,0.7914039112080499,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
156,35,50000,19,2,0.28732423750173286,Tech,36,0.36817331850948476,none,0,MediumRisk_MediumValue_LowEngagement,,none,0,0.0
157,37,100000,36,1,0.6073072745204695,Retail,12,0.4084790565841811,none,0,MediumRisk_HighValue_LowEngagement,,none,0,0.0
158,47,5000,74,2,0.22424651850269434,Tech,12,0.26014749548691957,none,0,LowRisk_LowValue_LowEngagement,0.5526146146332883,none,0,0.0
159,14,5000,1,2,0.21478830716344188,Finance,12,0.8177667896160555,retention_email,0,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
160,3,100000,63,3,0.3294219356575512,Tech,12,0.8473819890957358,retention_call,1,HighRisk_LowValue_LowEngagement,,retention_call,500,79500.0
161,1,5000,85,0,0.08665483714789857,Finance,36,0.807448962439438,retention_email,0,HighRisk_LowValue_HighEngagement,,retention_email,50,1950.0
162,5,100000,35,3,0.33385877017619553,Retail,36,1.0,retention_call,0,HighRisk_LowValue_LowEngagement,,retention_call,500,79500.0
163,26,100000,4,1,0.17087511934108532,Tech,36,0.6713776527757949,retention_call,1,HighRisk_MediumValue_LowEngagement,,retention_call,500,79500.0
164,55,15000,63,2,0.2101896519132132,Finance,24,0.09967404670971093,none,0,LowRisk_LowValue_LowEngagement,0.2813893210421389,none,0,0.0
165,14,50000,6,0,0.126707319137552,Healthcare,12,0.9040198524590703,retention_call,1,HighRisk_LowValue_LowEngagement,,retention_call,500,39500.0
166,39,50000,69,0,0.315584861115085,Tech,24,0.40268028700108316,none,0,MediumRisk_MediumValue_LowEngagement,,none,0,0.0
167,27,15000,21,3,0.35299266431158577,Tech,36,0.5868063623668058,none,1,MediumRisk_LowValue_LowEngagement,,none,0,0.0
168,9,5000,73,2,0.45557802383671486,Tech,36,0.7485349697306504,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
169,15,5000,45,1,0.42779607427267496,Healthcare,24,0.5807773572526465,none,1,MediumRisk_LowValue_LowEngagement,,none,0,0.0
170,15,5000,39,2,0.048610815934333,Finance,24,0.7322640429900836,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
171,26,15000,60,0,0.24218042815965818,Finance,24,0.5060585124122775,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
172,42,5000,45,2,0.5819182647496406,Finance,24,0.33513298653811985,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
173,13,5000,83,3,0.3388564834320862,Retail,36,0.5432688624596498,none,1,MediumRisk_LowValue_HighEngagement,,none,0,0.0
174,51,5000,27,2,0.28147764286856375,Tech,24,0.46748793217340046,none,1,MediumRisk_LowValue_LowEngagement,,none,0,0.0
175,32,50000,86,2,0.18868056442481843,Retail,24,0.3143373597593359,none,1,MediumRisk_MediumValue_HighEngagement,,none,0,0.0
176,39,100000,34,3,0.35116346515372343,Finance,24,0.43220207142706984,none,0,MediumRisk_HighValue_LowEngagement,,none,0,0.0
177,49,100000,0,2,0.1363065289019637,Retail,24,0.4123683009576846,none,0,MediumRisk_HighValue_LowEngagement,,none,0,0.0
178,52,15000,28,3,0.46309383653073266,Finance,24,0.22934081111031956,none,0,LowRisk_LowValue_LowEngagement,0.4979247946078954,none,0,0.0
179,32,50000,8,1,0.08798686744411617,Retail,36,0.5982889876029711,none,1,MediumRisk_MediumValue_LowEngagement,,none,0,0.0
180,4,50000,8,0,0.07553021195212085,Healthcare,24,1.0,retention_call,0,HighRisk_LowValue_LowEngagement,,retention_call,500,39500.0
181,30,15000,21,2,0.09837958028653421,Healthcare,36,0.4302812337575173,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
182,37,15000,62,2,0.5645360302507807,Healthcare,36,0.38282981521108667,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
183,23,5000,65,1,0.3587059315755599,Healthcare,12,0.6924343543845454,retention_email,0,HighRisk_LowValue_LowEngagement,,retention_email,50,1950.0
184,39,100000,79,4,0.5076306208689728,Tech,12,0.11263869665725404,none,0,LowRisk_HighValue_HighEngagement,0.5593038678698531,upsell_offer,100,16679.11603609559
185,45,5000,57,0,0.32292599302932695,Tech,36,0.2439435635422435,none,0,LowRisk_LowValue_LowEngagement,0.7484039734488596,none,0,0.0
186,15,15000,69,1,0.4710104233614813,Tech,36,0.6837493412688109,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
187,43,15000,54,4,0.3728026664053217,Tech,36,0.11880260278214239,none,0,LowRisk_LowValue_LowEngagement,0.8110969494502798,none,0,0.0
188,29,5000,12,2,0.4427123485942484,Finance,24,0.46381100774957684,none,0,MediumRisk_LowValue_LowEngagement,,none,0,0.0
189,36,5000,96,2,0.08073538761566663,Tech,36,0.199939241160559,none,0,LowRisk_LowValue_HighEngagement,0.6380891799002263,upsell_offer,100,857.1337698503394
190,13,15000,18,2,0.011841186231292624,Retail,12,0.7274115567659915,retention_email,1,HighRisk_LowValue_LowEngagement,,retention_email,50,5950.0
191,32,5000,78,0,0.07803932466343214,Healthcare,36,0.35626728455066264,none,0,MediumRisk_LowValue_HighEngagement,,none,0,0.0
192,7,50000,32,1,0.4754079191761678,Tech,36,0.8543761814390397,retention_call,1,HighRisk_LowValue_LowEngagement,,retention_call,500,39500.0
